Id,SalePrice
227,275479
228,135359
229,106859
230,207929
231,145500
232,317086
233,135594
234,105236
235,199413
236,134888
237,203543
238,217124
239,268427
240,155820
241,244636
242,78836
243,130798
244,145817
245,233569
246,227134
247,181888
248,173734
249,215010
250,206093
251,44769
252,241027
253,187541
254,150213
255,123493
256,240614
257,195950
258,216868
259,222402
260,104703
261,186772
262,309012
263,167694
264,145269
265,121321
266,179497
267,178662
268,160932
269,118186
270,147543
271,286224
272,199660
273,289709
274,165733
275,100476
276,214731
277,212355
278,95897
279,311691
280,230892
281,231171
282,172268
283,202978
284,260733
285,184916
286,197253
287,189368
288,51668
289,104680
290,156595
291,258416
292,116617
293,140979
294,242603
295,184721
296,161226
297,133986
298,229778
299,192678
300,143281
301,126852
302,282049
303,235549
304,128511
305,323107
306,284086
307,263901
308,129650
309,99850
310,303118
311,178423
312,133516
313,134293
314,231749
315,215162
316,202521
317,244987
318,286290
319,279169
320,208884
321,335979
322,304418
323,264448
324,60982
325,275119
326,118822
327,243295
328,153313
329,207177
330,114984
331,143600
332,112437
333,267360
334,200760
335,186041
336,167483
337,301199
338,210083
339,211157
340,145993
341,250461
342,75657
343,76908
344,271226
345,115749
346,162524
347,134687
348,179694
349,212379
350,337907
351,281007
352,203836
353,111707
354,145590
355,161208
356,168013
357,162989
358,138828
359,125006
360,255905
361,153712
362,130396
363,231355
364,134888
365,185959
366,129941
367,176430
368,155564
369,119979
370,146684
371,186844
372,136308
373,124443
374,123010
375,224626
376,-26722
377,130105
378,280525
379,302910
380,192977
381,140662
382,200813
383,224829
384,144790
385,200895
386,222029
387,92970
388,143609
389,208872
390,351232
391,128494
392,202985
393,104291
394,48557
395,109460
396,124814
397,129921
398,144747
399,114252
400,207942
401,224931
402,196158
403,93370
404,265917
405,180198
406,132146
407,163164
408,166985
409,266653
410,286024
411,123450
412,136299
413,206094
414,128823
415,255413
416,197373
417,174522
418,257493
419,113905
420,112319
421,241161
422,186116
423,131748
424,306445
425,145148
426,178864
427,215971
428,80295
429,198325
430,179053
431,134888
432,120405
433,146154
434,184471
435,41534
436,216168
437,161987
438,128730
439,97640
440,168041
441,349229
442,77537
443,153048
444,217238
445,225472
446,188543
447,200269
448,222671
449,150239
450,64458
451,127331
452,211243
453,189816
454,243528
455,165816
456,196897
457,163469
458,135204
459,217635
460,120264
461,255218
462,193552
463,105431
464,164097
465,86570
466,200721
467,198394
468,138690
469,267171
470,190241
471,235266
472,229388
473,162441
474,283607
475,241081
476,134005
477,180654
478,333776
479,269729
480,115760
481,300821
482,301241
483,196054
484,165226
485,108610
486,113677
487,135379
488,152825
489,195132
490,66043
491,124283
492,160452
493,176688
494,121904
495,103852
496,45534
497,312514
498,198021
499,104870
500,105713
501,145156
502,222482
503,140059
504,220451
505,171055
506,171425
507,251770
508,173369
509,198004
510,110653
511,125495
512,200911
513,129293
514,161591
515,97394
516,338952
517,210684
518,272594
519,195239
520,210812
521,71048
522,148428
523,185668
524,456538
525,273377
526,195760
527,105101
528,341708
529,40423
530,225376
531,184070
532,174655
533,104727
534,-52058
535,227680
536,100216
537,218292
538,101071
539,117838
540,243840
541,300082
542,289699
543,217983
544,154949
545,205189
546,262410
547,184967
548,125026
549,130382
550,237325
551,159809
552,106159
553,272095
554,111070
555,258819
556,111258
557,113772
558,105771
559,202379
560,207724
561,149941
562,146574
563,84614
564,185407
565,245524
566,162814
567,326481
568,210039
569,265738
570,132099
571,166286
572,130127
573,220485
574,201491
575,114205
576,120372
577,182070
578,147799
579,203917
580,146578
581,179691
582,300708
583,103425
584,355820
585,106606
586,285095
587,128589
588,126294
589,135205
590,107058
591,211775
592,349515
593,132803
594,149398
595,105746
596,272531
597,150413
598,223639
599,164009
600,181808
601,259248
602,160365
603,252977
604,193620
605,208157
606,228733
607,135706
608,152459
609,306124
610,83043
611,313231
612,161809
613,251800
614,90126
615,41534
616,160318
617,177985
618,151861
619,299902
620,291646
621,25123
622,233891
623,130334
624,179500
625,193150
626,161898
627,128058
628,161519
629,179816
630,174651
631,141286
632,240487
633,204880
634,111026
635,163229
636,218059
637,-4533
638,125621
639,75724
640,257785
641,237741
642,231020
643,288988
644,158135
645,288446
646,159895
647,131476
648,162537
649,194094
650,41534
651,216699
652,105452
653,217496
654,154902
655,287668
656,139556
657,112421
658,184768
659,157764
660,152708
661,228347
662,298796
663,178164
664,115514
665,295628
666,253852
667,222667
668,190891
669,153352
670,89490
671,180839
672,152926
673,169103
674,193329
675,145039
676,176344
677,163589
678,98704
679,284543
680,133277
681,132044
682,132267
683,169412
684,290674
685,222199
686,236030
687,221436
688,189264
689,232723
690,173421
691,149398
692,439008
693,256598
694,113721
695,157886
696,166094
697,89852
698,116526
699,106059
700,203579
701,271581
702,193430
703,303163
704,172842
705,209947
706,62069
707,228969
708,228001
709,202647
710,108620
711,19122
712,93281
713,221441
714,105338
715,179062
716,173416
717,260388
718,137813
719,278646
720,108423
721,246992
722,149398
723,97749
724,111081
725,293947
726,103540
727,189907
728,199510
729,193693
730,115273
731,242685
732,189985
733,232350
734,115055
735,107401
736,214164
737,76908
738,272654
739,93682
740,219793
741,146781
742,132260
743,201977
744,151730
745,225992
746,298089
747,242733
748,301118
749,218115
750,104650
751,64203
752,196602
753,182697
754,288148
755,157898
756,177678
757,248559
758,173899
759,205823
760,303691
761,130479
762,143309
763,212982
764,299369
765,233529
766,264137
767,216937
768,173477
769,222007
770,339555
771,127616
772,111604
773,168762
774,105066
775,283091
776,164987
777,239441
778,125219
779,180853
780,158801
781,193683
782,184838
783,207517
784,139581
785,133117
786,172443
787,142103
788,236969
789,77942
790,205176
791,188735
792,162408
793,229022
794,233412
795,222425
796,182869
797,171997
798,97859
799,359571
800,142086
801,192114
802,111830
803,202941
804,351315
805,114990
806,205929
807,111293
808,158119
809,135046
810,178162
811,171770
812,149398
813,133767
814,156200
815,120237
816,217579
817,109333
818,269351
819,159053
820,200760
821,216557
822,104271
823,215929
824,156496
825,241978
826,351202
827,75191
828,205402
829,182860
830,194642
831,174695
832,193620
833,225487
834,180618
835,136801
836,105979
837,165711
838,134888
839,115641
840,116839
841,160888
842,161119
843,165546
844,120351
845,172754
846,166115
847,217561
848,104784
849,214752
850,196862
851,149398
852,229459
853,190287
854,182548
855,164967
856,110315
857,161895
858,175271
859,201147
860,235522
861,179803
862,133545
863,162229
864,127225
865,202705
866,143599
867,267822
868,111509
869,195422
870,229675
871,105236
872,189496
873,125166
874,121272
875,112596
876,285162
877,111010
878,316445
879,140817
880,104726
881,134224
882,214248
883,181601
884,141688
885,104559
886,270632
887,165928
888,127181
889,269781
890,181099
891,130550
892,187101
893,138489
894,128324
895,152535
896,193387
897,81516
898,187633
899,325079
900,119850
901,87876
902,136717
903,204797
904,236786
905,105004
906,111925
907,267230
908,206792
909,126867
910,176786
911,187734
912,120214
913,114788
914,203239
915,169285
916,86578
917,6398
918,92609
919,261302
920,179876
921,189701
922,138131
923,169524
924,186901
925,192290
926,138470
927,293891
928,228377
929,247802
930,244430
931,252179
932,110171
933,303736
934,209600
935,232981
936,94459
937,195824
938,234033
939,254997
940,227139
941,193040
942,229200
943,77537
944,162019
945,174531
946,169027
947,130692
948,265244
949,219046
950,180614
951,132115
952,108157
953,102222
954,175602
955,110715
956,200853
957,167568
958,136461
959,201208
960,203338
961,78480
962,245212
963,181100
964,280438
965,225349
966,176874
967,122109
968,112893
969,29746
970,139689
971,66514
972,212379
973,131822
974,203754
975,231552
976,202003
977,52157
978,198058
979,97231
980,136484
981,187860
982,305057
983,193849
984,277670
985,165466
986,115239
987,163427
988,299942
989,205787
990,214271
991,300981
992,242877
993,194568
994,182611
995,322177
996,93271
997,113934
998,181532
999,56866
1000,198443
1001,76404
1002,93509
1003,263269
1004,162742
1005,206456
1006,109869
1007,187238
1008,86578
1009,218346
1010,107994
1011,122111
1012,114306
1013,155311
1014,110102
1015,138406
1016,242511
1017,207073
1018,230042
1019,203417
1020,206045
1021,109309
1022,198976
1023,116621
1024,205868
1025,301344
1026,125302
1027,142282
1028,265764
1029,124662
1030,145156
1031,126040
1032,282916
1033,304495
1034,242247
1035,105904
1036,75717
1037,294713
1038,280173
1039,73270
1040,66043
1041,166916
1042,186127
1043,175752
1044,244802
1045,281104
1046,109240
1047,344424
1048,136305
1049,161143
1050,80024
1051,196860
1052,197600
1053,203108
1054,134974
1055,258618
1056,181106
1057,201027
1058,222129
1059,317548
1060,200556
1061,229564
1062,111447
1063,192886
1064,161320
1065,137951
1066,242293
1067,180359
1068,183959
1069,228346
1070,129172
1071,111435
1072,181485
1073,129393
1074,175677
1075,221670
1076,194465
1077,154347
1078,113950
1079,149398
1080,109239
1081,170797
1082,111726
1083,206513
1084,152413
1085,177967
1086,160209
1087,86578
1088,286553
1089,213305
1090,224578
1091,76908
1092,195402
1093,191587
1094,151871
1095,107103
1096,170699
1097,127383
1098,214895
1099,95538
1100,211385
1101,2709
1102,106902
1103,114317
1104,168275
1105,143354
1106,290457
1107,211401
1108,228407
1109,188088
1110,276032
1111,185725
1112,227667
1113,101769
1114,108304
1115,103054
1116,273438
1117,231547
1118,125512
1119,136426
1120,111079
1121,137293
1122,234245
1123,80770
1124,71368
1125,203568
1126,110160
1127,230792
1128,228799
1129,226004
1130,133905
1131,150720
1132,83636
1133,187515
1134,256468
1135,183999
1136,132375
1137,147373
1138,85681
1139,189998
1140,138970
1141,139554
1142,169805
1143,325710
1144,85059
1145,78934
1146,133111
1147,168900
1148,186466
1149,167918
1150,201569
1151,133678
1152,153230
1153,193672
1154,132226
1155,221531
1156,151941
1157,143531
1158,202978
1159,263713
1160,198619
1161,177011
1162,199416
1163,125512
1164,113410
1165,153482
1166,211864
1167,267192
1168,187508
1169,208931
1170,407647
1171,143474
1172,168138
1173,200104
1174,177512
1175,214174
1176,296543
1177,105232
1178,143836
1179,121608
1180,90304
1181,258286
1182,240581
1183,445561
1184,143939
1185,187771
1186,122240
1187,106788
1188,263523
1189,214448
1190,219350
1191,189895
1192,231497
1193,129223
1194,165582
1195,152141
1196,175835
1197,244483
1198,191802
1199,196887
1200,120656
1201,76268
1202,221296
1203,122712
1204,211880
1205,134836
1206,260489
1207,87859
1208,190913
1209,144449
1210,241466
1211,194948
1212,245320
1213,66381
1214,83004
1215,109668
1216,107470
1217,199745
1218,227615
1219,54068
1220,121294
1221,105448
1222,119738
1223,174569
1224,183011
1225,203806
1226,141600
1227,221017
1228,130016
1229,302473
1230,135305
1231,206640
1232,141315
1233,113721
1234,140961
1235,127641
1236,141033
1237,212379
1238,225515
1239,164303
1240,232820
1241,220718
1242,245390
1243,193830
1244,339971
1245,232171
1246,196411
1247,213278
1248,187524
1249,202476
1250,108474
1251,235303
1252,202673
1253,103759
1254,237719
1255,211449
1256,160479
1257,261615
1258,78747
1259,189757
1260,159730
1261,188568
1262,113052
1263,118044
1264,195720
1265,173808
1266,205585
1267,203087
1268,307524
1269,352107
1270,133445
1271,211137
1272,179124
1273,106471
1274,152745
1275,144334
1276,169647
1277,175975
1278,190099
1279,260220
1280,111394
1281,212080
1282,199916
1283,133001
1284,148230
1285,201900
1286,154250
1287,173908
1288,154330
1289,241392
1290,278784
1291,137980
1292,122078
1293,174576
1294,215655
1295,127765
1296,111671
1297,138118
1298,162441
1299,499069
1300,120794
1301,228717
1302,155925
1303,306173
1304,238618
1305,213260
1306,277916
1307,200911
1308,130661
1309,137940
1310,171456
1311,227380
1312,197732
1313,299931
1314,334319
1315,80001
1316,210167
1317,266817
1318,199964
1319,270503
1320,79061
1321,178048
1322,43261
1323,228225
1324,45001
1325,275180
1326,48912
1327,21122
1328,100476
1329,238746
1330,212293
1331,263921
1332,131883
1333,74369
1334,125626
1335,146154
1336,177173
1337,161029
1338,44334
1339,223353
1340,103315
1341,130810
1342,165807
1343,268411
1344,194443
1345,203823
1346,81358
1347,236936
1348,268956
1349,207687
1350,225590
1351,250285
1352,190037
1353,169974
1354,332588
1355,249833
1356,225829
1357,103854
1358,135161
1359,182211
1360,306540
1361,206413
1362,206818
1363,117703
1364,174820
1365,193620
1366,220067
1367,223019
1368,131884
1369,149398
1370,241880
1371,100641
1372,168169
1373,236518
1374,363377
1375,256818
1376,260138
1377,123075
1378,163244
1379,134888
1380,146267
1381,47104
1382,209625
1383,221422
1384,152418
1385,147404
1386,87982
1387,266496
1388,201885
1389,295787
1390,166432
1391,209859
1392,182337
1393,104915
1394,204099
1395,227995
1396,298280
1397,164346
1398,128988
1399,148131
1400,161080
1401,140843
1402,181866
1403,203147
1404,256323
1405,116500
1406,240315
1407,118325
1408,77369
1409,121840
1410,235135
1411,226241
1412,165364
1413,104308
1414,253172
1415,192377
1416,231415
1417,163984
1418,309408
1419,117171
1420,197196
1421,185109
1422,159809
1423,149398
1424,209890
1425,130411
1426,170530
1427,236147
1428,134162
1429,99237
1430,177093
1431,165180
1432,154875
1433,79009
1434,192269
1435,136824
1436,181258
1437,99660
1438,277713
1439,181429
1440,219013
1441,232679
1442,149398
1443,335787
1444,131216
1445,207779
1446,130894
1447,118422
1448,262225
1449,100749
1450,68346
1451,119995
1452,263918
1453,135629
1454,91015
1455,192202
1456,186088
1457,206199
1458,221487
1459,111416
1460,120386
