Id,Url,Brand,Model,Year,EngineVolume,Power,Drive,Mileage,Price
2732,https://volgograd.drom.ru/nissan/qashqai/48817388.html,Nissan,Qashqai,2008,2.0,141,4WD,107000.0,838000
2733,https://moscow.drom.ru/infiniti/fx37/49146615.html,Infiniti,FX37,2012,3.7,333,4WD,241000.0,1650000
2734,https://tyumen.drom.ru/mercedes-benz/e-class/48345848.html,Mercedes-Benz,E-Class,2014,2.1,204,4WD,144000.0,1666666
2735,https://tyumen.drom.ru/kia/sorento/49146613.html,Kia,Sorento,2014,2.4,174,4WD,190000.0,1720000
2736,https://kemerovo.drom.ru/lada/2114/49146610.html,Лада,2114 Самара,2007,1.6,81,передний,180000.0,150000
2737,https://achinsk.drom.ru/honda/stream/49127576.html,Honda,Stream,2002,1.7,130,передний,210000.0,438000
2738,https://krasnoyarsk.drom.ru/toyota/rav4/49145710.html,Toyota,RAV4,2012,2.0,148,4WD,145000.0,1460000
2739,https://chelyabinsk.drom.ru/kia/sorento/49146608.html,Kia,Sorento,2019,2.2,199,4WD,58044.0,3049000
2740,https://ordynskoe.drom.ru/hyundai/elantra/49146605.html,Hyundai,Elantra,2018,2.0,150,передний,112000.0,1340000
2741,https://yuzhno-sakhalinsk.drom.ru/toyota/corolla_axio/49146606.html,Toyota,Corolla Axio,2018,1.5,103,4WD,70000.0,1050000
2742,https://sosnovoborsk.drom.ru/dodge/caliber/49142980.html,Dodge,Caliber,2006,2.0,156,передний,200000.0,440000
2743,https://smirnykh.drom.ru/toyota/land_cruiser_prado/49146603.html,Toyota,Land Cruiser Prado,1999,3.4,185,4WD,276615.0,1100000
2744,https://kemerovo.drom.ru/mitsubishi/colt/49146604.html,Mitsubishi,Colt,2003,1.3,90,передний,250000.0,300000
2745,https://irkutsk.drom.ru/toyota/auris/49146602.html,Toyota,Auris,2008,1.5,110,передний,205.0,650000
2746,https://biysk.drom.ru/hyundai/santa_fe/48803230.html,Hyundai,Santa Fe,2016,2.4,171,передний,71000.0,1800000
2747,https://novocherkassk.drom.ru/chevrolet/spark/48982314.html,Chevrolet,Spark,2009,0.8,52,передний,72320.0,419000
2748,https://omsk.drom.ru/mitsubishi/outlander/48931933.html,Mitsubishi,Outlander,2015,2.4,167,4WD,184479.0,1566000
2749,https://omsk.drom.ru/toyota/rav4/48931939.html,Toyota,RAV4,2018,2.0,146,4WD,104000.0,2252000
2750,https://omsk.drom.ru/toyota/venza/48931947.html,Toyota,Venza,2011,2.7,182,4WD,185484.0,1445000
2751,https://novosibirsk.drom.ru/nissan/bluebird/49146596.html,Nissan,Bluebird,2000,1.8,125,передний,398000.0,120000
2752,https://omsk.drom.ru/land_rover/range_rover_evoque/48586263.html,Land Rover,Range Rover Evoque,2014,2.0,240,4WD,73000.0,1931000
2753,https://omsk.drom.ru/mercedes-benz/glc-class/48711458.html,Mercedes-Benz,GLC,2021,2.0,197,4WD,8300.0,4555000
2754,https://novocherkassk.drom.ru/lada/vesta/48980653.html,Лада,Веста,2018,1.6,106,передний,65000.0,929000
2755,https://omsk.drom.ru/ford/kuga/48237889.html,Ford,Kuga,2018,1.5,150,4WD,105001.0,1449000
2756,https://omsk.drom.ru/mitsubishi/pajero_sport/48539664.html,Mitsubishi,Pajero Sport,2018,2.4,181,4WD,135000.0,2189000
2757,https://omsk.drom.ru/renault/arkana/48164541.html,Renault,Arkana,2019,1.3,149,передний,28002.0,1487000
2758,https://omsk.drom.ru/toyota/rav4/48169323.html,Toyota,RAV4,2020,2.0,149,4WD,21000.0,3039000
2759,https://omsk.drom.ru/lada/niva_travel/48029826.html,Лада,Нива Тревел,2021,1.7,80,4WD,263.0,1008000
2760,https://omsk.drom.ru/kia/soul/48119374.html,Kia,Soul,2020,2.0,150,передний,15000.0,1689000
2763,https://chita.drom.ru/hyundai/elantra/49146594.html,Hyundai,Elantra,2003,2.0,140,передний,140.0,150000
2764,https://omsk.drom.ru/lexus/rx300/46328583.html,Lexus,RX300,2018,2.0,238,4WD,106925.0,3999000
2765,https://omsk.drom.ru/skoda/octavia/47587259.html,Skoda,Octavia,2020,1.4,150,передний,25000.0,1869000
2766,https://tyumen.drom.ru/renault/duster/46282873.html,Renault,Duster,2018,2.0,143,4WD,93825.0,1264000
2767,https://omsk.drom.ru/toyota/platz/48561561.html,Toyota,Platz,2000,1.5,110,передний,62001.0,277000
2768,https://omsk.drom.ru/suzuki/escudo/48998297.html,Suzuki,Escudo,1993,1.6,101,4WD,296001.0,198000
2769,https://angarsk.drom.ru/toyota/funcargo/49146591.html,Toyota,Funcargo,2000,1.3,88,передний,279000.0,400000
2770,https://tyumen.drom.ru/kia/soul/48378031.html,Kia,Soul,2013,1.6,129,передний,62500.0,720000
2771,https://tyumen.drom.ru/ford/focus/48845125.html,Ford,Focus,2013,1.6,105,передний,217712.0,570000
2772,https://tyumen.drom.ru/infiniti/qx56/48873714.html,Infiniti,QX56,2012,5.6,405,4WD,180000.0,1850000
2773,https://tyumen.drom.ru/nissan/qashqai/48880827.html,Nissan,Qashqai,2012,2.0,141,4WD,161200.0,950000
2774,https://tyumen.drom.ru/bmw/1-series/49118836.html,BMW,1-Series,2013,1.6,136,задний,106000.0,940000
2775,https://tyumen.drom.ru/volkswagen/touareg/48924663.html,Volkswagen,Touareg,2012,3.0,245,4WD,190000.0,1910000
2776,https://tyumen.drom.ru/chevrolet/niva/48943510.html,Chevrolet,Niva,2016,1.7,80,4WD,93000.0,559000
2777,https://tyumen.drom.ru/volkswagen/multivan/48946827.html,Volkswagen,Multivan,2016,2.0,150,передний,166200.0,2440000
2778,https://tyumen.drom.ru/land_rover/range_rover_evoque/48961220.html,Land Rover,Range Rover Evoque,2012,2.2,190,4WD,97040.0,1890000
2780,https://barnaul.drom.ru/toyota/avensis/49146590.html,Toyota,Avensis,2001,1.8,128,передний,300500.0,220000
2781,https://tyumen.drom.ru/bmw/x1/48961242.html,BMW,X1,2010,2.0,177,4WD,146691.0,1066000
2782,https://tyumen.drom.ru/mitsubishi/lancer/48961248.html,Mitsubishi,Lancer,2011,1.5,109,передний,159886.0,617000
2783,https://tyumen.drom.ru/toyota/corolla/48973346.html,Toyota,Corolla,2021,1.6,122,передний,28000.0,2090000
2784,https://tyumen.drom.ru/audi/q5/48966753.html,Audi,Q5,2009,2.0,211,4WD,151000.0,999000
2785,https://tyumen.drom.ru/volvo/xc60/48981339.html,Volvo,XC60,2016,2.4,190,4WD,145514.0,2193000
2786,https://tyumen.drom.ru/volkswagen/golf/48981348.html,Volkswagen,Golf,2013,1.4,122,передний,128600.0,962000
2787,https://tyumen.drom.ru/skoda/rapid/48981358.html,Skoda,Rapid,2020,1.4,125,передний,30890.0,1510000
2788,https://krasnoyarsk.drom.ru/skoda/superb/49108470.html,Skoda,Superb,2021,1.4,150,передний,56378.0,2890000
2789,https://tyumen.drom.ru/kia/optima/49045041.html,Kia,Optima,2019,2.0,150,передний,56000.0,1780000
2790,https://tyumen.drom.ru/bmw/5-series/49071361.html,BMW,5-Series,2004,2.2,170,задний,294000.0,590000
2792,https://tyumen.drom.ru/toyota/venza/49093751.html,Toyota,Venza,2013,2.7,185,4WD,175000.0,1990000
2793,https://tyumen.drom.ru/kia/cee~d/49095302.html,Kia,Ceed,2014,1.6,129,передний,100000.0,960000
2794,https://tyumen.drom.ru/kia/optima/49108117.html,Kia,Optima,2018,2.4,188,передний,95000.0,1850000
2795,https://tyumen.drom.ru/kia/picanto/49118842.html,Kia,Picanto,2011,1.0,69,передний,79139.0,550000
2797,https://tyumen.drom.ru/renault/duster/49143221.html,Renault,Duster,2022,2.0,143,4WD,18834.0,1950000
2798,https://tyumen.drom.ru/toyota/camry/49144513.html,Toyota,Camry,2016,2.5,181,передний,215550.0,1580000
2799,https://tyumen.drom.ru/kia/sportage/49145968.html,Kia,Sportage,2019,2.0,150,4WD,57900.0,2080000
2800,https://tyumen.drom.ru/toyota/land_cruiser/48943507.html,Toyota,Land Cruiser,2011,4.5,235,4WD,270000.0,2500000
2801,https://tyumen.drom.ru/kia/sportage/48981350.html,Kia,Sportage,2019,2.4,184,4WD,61391.0,2240000
2802,https://tyumen.drom.ru/bmw/7-series/48869836.html,BMW,7-Series,2012,3.0,313,4WD,155000.0,1890000
2803,https://tyumen.drom.ru/volvo/xc90/48981362.html,Volvo,XC90,2008,2.4,185,4WD,167510.0,1120000
2804,https://tyumen.drom.ru/suzuki/grand_vitara/49083501.html,Suzuki,Grand Vitara,2011,2.0,140,4WD,175000.0,960000
2805,https://tyumen.drom.ru/mitsubishi/outlander/48989486.html,Mitsubishi,Outlander,2018,3.0,227,4WD,63196.0,2850000
2806,https://tyumen.drom.ru/lada/largus_cross/49083511.html,Лада,Ларгус Кросс,2019,1.6,106,передний,49800.0,860000
2807,https://nizhnegorskiy.drom.ru/mercedes-benz/a-class/49146588.html,Mercedes-Benz,A-Class,1998,1.9,125,передний,250000.0,250000
2808,https://volzhskiy.drom.ru/skoda/yeti/49146586.html,Skoda,Yeti,2010,1.2,105,передний,161141.0,645000
2809,https://habarovsk.drom.ru/mitsubishi/eclipse_cross/48095068.html,Mitsubishi,Eclipse Cross,2018,1.5,150,4WD,50000.0,1600000
2810,https://pushkino.drom.ru/daewoo/nexia/49146585.html,Daewoo,Nexia,2005,1.5,75,передний,213000.0,130000
2811,https://novosibirsk.drom.ru/toyota/passo/48899275.html,Toyota,Passo,2017,1.0,69,передний,80536.0,680000
2812,https://abinsk.drom.ru/opel/astra/49146583.html,Opel,Astra,2004,1.4,90,передний,330000.0,330000
2813,https://krasnodar.drom.ru/chevrolet/lacetti/49146582.html,Chevrolet,Lacetti,2010,1.6,109,передний,200000.0,380000
2814,https://moscow.drom.ru/audi/a4/49146581.html,Audi,A4,1998,2.4,165,передний,398000.0,298000
2816,https://tyumen.drom.ru/lada/niva_travel/46813705.html,Лада,Нива Тревел,2022,1.7,80,4WD,0.0,1173900
2817,https://dalnerechensk.drom.ru/toyota/mark_x/48207236.html,Toyota,Mark X,2007,2.5,215,задний,218430.0,750000
2818,https://artem.drom.ru/lexus/nx200t/49146184.html,Lexus,NX200t,2015,2.0,238,4WD,140.0,2450000
2819,https://barnaul.drom.ru/chevrolet/niva/49146579.html,Chevrolet,Niva,2008,1.7,80,4WD,75379.0,400000
2820,https://novokuznetsk.drom.ru/renault/duster/48810601.html,Renault,Duster,2014,2.0,135,4WD,183000.0,830000
2821,https://habarovsk.drom.ru/toyota/mark_ii/47713204.html,Toyota,Mark II,1997,2.5,200,задний,226658.0,485000
2822,https://tyumen.drom.ru/lada/granta/47598423.html,Лада,Гранта,2022,1.6,90,передний,0.0,899900
2823,https://vladivostok.drom.ru/mazda/cx-5/48622669.html,Mazda,CX-5,2018,2.2,190,4WD,81000.0,2320000
2824,https://ussuriisk.drom.ru/toyota/raum/49146540.html,Toyota,Raum,1997,1.5,94,передний,265000.0,190000
2825,https://kemerovo.drom.ru/lifan/solano/49146481.html,Lifan,Solano,2011,1.6,106,передний,90000.0,290000
2826,https://berezovo.drom.ru/land_rover/freelander/49146578.html,Land Rover,Freelander,2008,2.2,160,4WD,213230.0,900000
2827,https://elizovo.drom.ru/toyota/caldina/49146577.html,Toyota,Caldina,2004,2.0,150,4WD,212000.0,580000
2828,https://troytsk-chelabinsk.drom.ru/opel/astra/48658454.html,Opel,Astra,2007,1.6,115,передний,207000.0,378000
2829,https://moscow.drom.ru/mini/coupe-model/49146575.html,Mini,Coupe,2003,1.6,116,передний,250000.0,450000
2830,https://bolotnoe.drom.ru/subaru/forester/48876668.html,Subaru,Forester,1997,2.0,250,4WD,400000.0,305000
2831,https://moscow.drom.ru/ford/fusion/49146535.html,Ford,Fusion,2019,2.0,141,передний,95000.0,1650000
2887,https://mochishche.drom.ru/nissan/almera_classic/49146539.html,Nissan,Almera Classic,2007,1.6,107,передний,215450.0,310000
2888,https://yurga.drom.ru/toyota/allion/49146538.html,Toyota,Allion,2003,1.8,132,передний,100000.0,635000
2889,https://vladivostok.drom.ru/bmw/x5/48405821.html,BMW,X5,2015,3.0,249,4WD,73000.0,3190000
2890,https://novosibirsk.drom.ru/subaru/legacy/49146534.html,Subaru,Legacy,1999,2.5,156,4WD,290000.0,470000
2891,https://vladivostok.drom.ru/toyota/hilux_surf/49069737.html,Toyota,Hilux Surf,1996,3.0,130,4WD,230000.0,745000
2893,https://asino.drom.ru/nissan/pulsar/49146530.html,Nissan,Pulsar,1998,1.5,105,передний,310000.0,45000
2894,https://novokuznetsk.drom.ru/mazda/capella/49125140.html,Mazda,Capella,2002,2.0,170,передний,290000.0,250000
2895,https://petropavlovsk-kamchatskiy.drom.ru/subaru/legacy/49105860.html,Subaru,Legacy,2009,2.0,140,4WD,218000.0,750000
2896,https://magadan.drom.ru/toyota/allion/49146346.html,Toyota,Allion,2007,1.8,136,передний,270.0,750000
2897,https://krasnoyarsk.drom.ru/toyota/carina/49146426.html,Toyota,Carina,1993,1.8,125,передний,300000.0,230000
2898,https://komsomolsk.drom.ru/toyota/corona_premio/49146479.html,Toyota,Corona Premio,1996,1.8,115,передний,315000.0,335000
2904,https://nefteyugansk.drom.ru/chevrolet/niva/48924992.html,Chevrolet,Niva,2017,1.7,80,4WD,313056.0,410000
2905,https://novosibirsk.drom.ru/subaru/legacy_b4/49146510.html,Subaru,Legacy B4,2001,2.0,260,4WD,23200.0,480000
2906,https://ulan-ude.drom.ru/toyota/rav4/48615844.html,Toyota,RAV4,2000,1.8,125,передний,310000.0,550000
2907,https://novokuznetsk.drom.ru/toyota/vitz/49144939.html,Toyota,Vitz,1999,1.0,70,передний,1.0,225000
2908,https://belogorsk.drom.ru/honda/n-wgn/49146487.html,Honda,N-WGN,2015,0.7,64,передний,129852.0,620000
2909,https://spb.drom.ru/bmw/x4/48999404.html,BMW,X4,2019,2.0,190,4WD,46800.0,3699000
2910,https://vladivostok.drom.ru/honda/freed_spike/49146527.html,Honda,Freed Spike,2012,1.5,118,передний,132.0,830000
2911,https://tyumen.drom.ru/kia/cerato/49146526.html,Kia,Cerato,2013,1.6,130,передний,138000.0,965000
2912,https://kemerovo.drom.ru/mitsubishi/pajero/49146525.html,Mitsubishi,Pajero,2014,3.0,178,4WD,160000.0,2250000
2914,https://novokuznetsk.drom.ru/lada/kalina_sport/49146515.html,Лада,Калина Спорт,2012,1.6,98,передний,210000.0,285000
2915,https://tomsk.drom.ru/bmw/x5/48965746.html,BMW,X5,2007,4.8,355,4WD,206000.0,1200000
2916,https://surgut.drom.ru/lada/vesta/49062751.html,Лада,Веста,2021,1.6,106,передний,39500.0,1149490
2917,https://vladivostok.drom.ru/toyota/corolla_fielder/49146521.html,Toyota,Corolla Fielder,2005,1.5,105,4WD,210000.0,370000
2918,https://irkutsk.drom.ru/honda/fit/49146519.html,Honda,Fit,2011,1.3,99,передний,23000.0,785000
2919,https://svobodniy.drom.ru/lada/2106/49146518.html,Лада,2106,1993,1.3,64,задний,99000.0,25000
2920,https://blagoveshchensk.drom.ru/toyota/premio/49146516.html,Toyota,Premio,2013,1.8,131,4WD,99000.0,1100000
2921,https://novosibirsk.drom.ru/honda/cr-v/48608539.html,Honda,CR-V,1999,2.0,150,4WD,447000.0,460000
2922,https://chita.drom.ru/toyota/wish/46383188.html,Toyota,Wish,2011,1.8,144,передний,118527.0,955000
2923,https://komsomolsk.drom.ru/honda/fit/49146408.html,Honda,Fit,2005,1.3,86,4WD,195000.0,370000
2924,https://kazan.drom.ru/lada/2114/49146514.html,Лада,2114 Самара,2007,1.6,81,передний,227000.0,111111
2925,https://vladivostok.drom.ru/subaru/forester/49020651.html,Subaru,Forester,2018,2.0,280,4WD,19000.0,2200000
2926,https://holmsk.drom.ru/toyota/vista_ardeo/49146513.html,Toyota,Vista Ardeo,2001,1.8,136,передний,111.0,360000
2927,https://irkutsk.drom.ru/toyota/camry/48542453.html,Toyota,Camry,2019,2.5,181,передний,46000.0,2650000
2928,https://krasnodar.drom.ru/honda/n-wgn/45624390.html,Honda,N-WGN,2016,0.7,58,передний,125000.0,829000
2929,https://bratsk.drom.ru/lada/2121_4x4_niva/49146511.html,Лада,4x4 2121 Нива,1991,1.6,73,4WD,161000.0,70000
2930,https://novosibirsk.drom.ru/lada/2109/49145670.html,Лада,2109,1996,1.5,70,передний,150000.0,40000
2931,https://ishim.drom.ru/toyota/corolla_fielder/46118121.html,Toyota,Corolla Fielder,2002,2.2,79,передний,170000.0,410000
2932,https://belogorsk.drom.ru/toyota/succeed/47991793.html,Toyota,Succeed,2007,1.5,109,передний,220000.0,540000
2933,https://belogorsk.drom.ru/toyota/raum/48754036.html,Toyota,Raum,1997,1.5,94,передний,243000.0,250000
2934,https://achinsk.drom.ru/honda/cr-v/49053524.html,Honda,CR-V,1999,2.0,147,4WD,200000.0,450000
2935,https://omsk.drom.ru/chery/tiggo_3/49094785.html,Chery,Tiggo 3,2018,1.6,126,передний,32000.0,1075000
2936,https://chelyabinsk.drom.ru/nissan/cefiro/49146496.html,Nissan,Cefiro,2000,2.0,160,передний,200000.0,125000
2937,https://omsk.drom.ru/toyota/voxy/48893077.html,Toyota,Voxy,2016,1.8,99,передний,127000.0,1580000
2938,https://ekaterinburg.drom.ru/chevrolet/lanos/49146509.html,Chevrolet,Lanos,2007,1.5,86,передний,157000.0,219000
2939,https://simferopol.drom.ru/opel/astra/48924601.html,Opel,Astra,2006,1.6,105,передний,233000.0,360000
2940,https://chelyabinsk.drom.ru/volkswagen/transporter/46796364.html,Volkswagen,Transporter,1993,2.4,78,передний,222222.0,320000
2941,https://abakan.drom.ru/nissan/wingroad/49141940.html,Nissan,Wingroad,2000,1.8,120,передний,250000.0,268000
2942,https://novosibirsk.drom.ru/honda/fit/48770014.html,Honda,Fit,2018,1.5,110,передний,50050.0,1180000
2943,https://artem.drom.ru/nissan/tiida/49146395.html,Nissan,Tiida,2010,1.5,109,передний,115000.0,660000
2944,https://neryungri.drom.ru/ssang_yong/rodius/47319282.html,SsangYong,Rodius,2009,2.7,165,4WD,137000.0,647000
2945,https://tomsk.drom.ru/nissan/x-trail/48751546.html,Nissan,X-Trail,2011,2.0,141,4WD,125000.0,1090000
2946,https://krasnodar.drom.ru/nissan/teana/49128463.html,Nissan,Teana,2006,2.3,173,передний,211000.0,568000
2947,https://omsk.drom.ru/nissan/serena/49146507.html,Nissan,Serena,2001,2.0,145,передний,263000.0,460000
2948,https://magadan.drom.ru/nissan/x-trail/49146506.html,Nissan,X-Trail,2017,2.0,147,4WD,33000.0,1900000
2949,https://krasnoyarsk.drom.ru/skoda/fabia/49086466.html,Skoda,Fabia,2014,1.2,70,передний,125000.0,449000
2950,https://zheleznogorsk-kursk.drom.ru/honda/accord/49146505.html,Honda,Accord,2013,2.4,180,передний,191000.0,1650000
2951,https://tyumen.drom.ru/audi/a5/48923166.html,Audi,A5,2010,1.8,160,передний,173000.0,780000
2952,https://ekaterinburg.drom.ru/hyundai/solaris/48454641.html,Hyundai,Solaris,2015,1.4,107,передний,147200.0,509000
2953,https://kupino.drom.ru/toyota/corolla/49146503.html,Toyota,Corolla,2007,1.4,97,передний,210500.0,600000
2954,https://kurgan.drom.ru/chevrolet/niva/48986909.html,Chevrolet,Niva,2013,1.7,80,4WD,70808.0,490000
2955,https://krasnodar.drom.ru/lada/priora/49146501.html,Лада,Приора,2012,1.6,98,передний,187400.0,300000
2957,https://vladivostok.drom.ru/mazda/demio/48756495.html,Mazda,Demio,2019,1.5,110,передний,6500.0,1080000
2958,https://vladivostok.drom.ru/suzuki/jimny/49052698.html,Suzuki,Jimny,2008,1.3,85,4WD,264000.0,550000
2965,https://shkotovo.drom.ru/honda/stream/49113435.html,Honda,Stream,2001,1.7,130,4WD,350000.0,250000
2966,https://chita.drom.ru/toyota/camry/48523416.html,Toyota,Camry,2011,2.5,181,передний,170000.0,1380000
2967,https://biysk.drom.ru/toyota/funcargo/49146499.html,Toyota,Funcargo,2000,1.5,110,передний,257000.0,330000
2968,https://sochi.drom.ru/mazda/cx-5/49146498.html,Mazda,CX-5,2019,2.0,150,передний,56000.0,2100000
2969,https://petuhovo.drom.ru/lada/2112/49146497.html,Лада,2112,2007,1.6,81,передний,158800.0,100000
2970,https://osinniki.drom.ru/kia/rio/47919644.html,Kia,Rio,2006,1.4,97,передний,200000.0,250000
2971,https://habarovsk.drom.ru/toyota/corolla/49010234.html,Toyota,Corolla,2019,1.8,140,передний,19000.0,1579000
2972,https://ulan-ude.drom.ru/toyota/camry/48872714.html,Toyota,Camry,2007,2.4,167,передний,275000.0,865000
2973,https://habarovsk.drom.ru/toyota/gaia/49146495.html,Toyota,Gaia,1999,2.0,135,4WD,270.0,450000
2974,https://gurievsk-kemer.drom.ru/toyota/rav4/48670867.html,Toyota,RAV4,2002,2.0,150,4WD,218883.0,660000
2976,https://chita.drom.ru/uaz/3151/49146109.html,УАЗ,3151,2003,2.9,98,4WD,10000.0,980000
2977,https://dalnerechensk.drom.ru/toyota/corona/49146375.html,Toyota,Corona,1996,1.8,125,передний,150000.0,220000
2978,https://ussuriisk.drom.ru/volkswagen/polo/48536965.html,Volkswagen,Polo,2016,1.6,90,передний,110000.0,650000
2979,https://eiysk.drom.ru/ford/focus/49146491.html,Ford,Focus,2012,1.6,105,передний,156000.0,600000
2980,https://tomsk.drom.ru/toyota/camry/48332424.html,Toyota,Camry,2005,3.0,186,передний,290000.0,770000
2981,https://gorno-altaysk.drom.ru/toyota/corona_exiv/49146490.html,Toyota,Corona Exiv,1994,2.0,140,передний,777777.0,150000
2982,https://habarovsk.drom.ru/toyota/corolla/48822981.html,Toyota,Corolla,2019,1.8,140,передний,4000.0,1415000
2984,https://krasnoyarsk.drom.ru/honda/freed/49086473.html,Honda,Freed,2010,1.5,118,передний,97000.0,829000
2985,https://vladivostok.drom.ru/toyota/land_cruiser/49136396.html,Toyota,Land Cruiser,2008,4.7,288,4WD,200000.0,1950000
2986,https://seversk.drom.ru/toyota/platz/49146411.html,Toyota,Platz,2000,1.0,70,передний,266000.0,295000
2987,https://omsk.drom.ru/hyundai/tucson/48263940.html,Hyundai,Tucson,2021,2.0,150,передний,6000.0,2460000
2988,https://galbshtadt.drom.ru/toyota/probox/49146489.html,Toyota,Probox,2007,1.5,105,4WD,1.0,405000
2989,https://krasnoyarsk.drom.ru/subaru/impreza/49084996.html,Subaru,Impreza,2004,1.5,100,4WD,235000.0,315000
2990,https://kemerovo.drom.ru/lada/2115/49146482.html,Лада,2115 Самара,2010,1.6,80,передний,100000.0,200000
2991,https://omsk.drom.ru/toyota/vitz/49146480.html,Toyota,Vitz,2012,1.0,69,передний,75000.0,719000
2992,https://novokuznetsk.drom.ru/chevrolet/lacetti/48966045.html,Chevrolet,Lacetti,2012,1.4,95,передний,109000.0,235000
2993,https://blagoveshchensk.drom.ru/toyota/harrier/49146427.html,Toyota,Harrier,2016,2.0,151,передний,73000.0,2240000
2994,https://tuapse.drom.ru/lada/2107/49146478.html,Лада,2107,2011,1.6,72,задний,92000.0,170000
2995,https://novosibirsk.drom.ru/lada/2110/49146477.html,Лада,2110,2001,1.5,90,передний,140000.0,80000
2996,https://ekaterinburg.drom.ru/hyundai/accent/49146476.html,Hyundai,Accent,2007,1.5,102,передний,186000.0,205000
2997,https://kemerovo.drom.ru/chery/kimo/49146475.html,Chery,Kimo A1,2008,1.3,83,передний,226000.0,229000
2998,https://komsomolsk.drom.ru/toyota/caldina/48932182.html,Toyota,Caldina,1993,2.0,135,4WD,257000.0,175000
2999,https://petropavlovsk-kamchatskiy.drom.ru/toyota/aristo/47576177.html,Toyota,Aristo,1999,3.0,230,задний,240000.0,1200000
3000,https://irkutsk.drom.ru/lada/2104/48957206.html,Лада,2104,1994,1.5,71,задний,100000.0,40000
3001,https://omsk.drom.ru/lada/granta/47039368.html,Лада,Гранта,2014,1.6,98,передний,52000.0,499000
3002,https://ust-labinsk.drom.ru/hyundai/accent/49146473.html,Hyundai,Accent,1998,1.5,90,передний,290000.0,145000
3003,https://elets.drom.ru/lada/2110/49146472.html,Лада,2110,2001,1.5,91,передний,200000.0,75000
3004,https://barnaul.drom.ru/toyota/rav4/49146387.html,Toyota,RAV4,2011,2.0,148,4WD,172500.0,1370000
3005,https://moscow.drom.ru/lada/largus/49146471.html,Лада,Ларгус,2018,1.6,87,передний,50408.0,668000
3006,https://krasnoturinsk.drom.ru/volkswagen/polo/49146470.html,Volkswagen,Polo,2000,1.0,50,передний,142000.0,200000
3007,https://tomsk.drom.ru/lada/granta/49146469.html,Лада,Гранта,2019,1.6,87,передний,63500.0,550000
3008,https://barnaul.drom.ru/lada/2115/49146468.html,Лада,2115 Самара,2007,1.6,81,передний,147986.0,130000
3009,https://krasnodar.drom.ru/ford/focus/49146467.html,Ford,Focus,2013,1.6,105,передний,164000.0,1590000
3010,https://krasnodar.drom.ru/opel/antara/49146465.html,Opel,Antara,2013,3.0,249,4WD,123689.0,3000000
3011,https://krasnodar.drom.ru/subaru/xv/49146463.html,Subaru,XV,2014,2.0,150,4WD,140000.0,3375000
3012,https://podolsk.drom.ru/lada/2112/49146462.html,Лада,2112,2004,1.6,89,передний,22000.0,90000
3013,https://moscow.drom.ru/volkswagen/touran/49146461.html,Volkswagen,Touran,2008,2.0,140,передний,206834.0,568000
3014,https://kuybyshev.drom.ru/lada/2121_4x4_niva/49146458.html,Лада,4x4 2121 Нива,2014,1.7,83,4WD,115000.0,450000
3015,https://rubtsovsk.drom.ru/lada/2107/49146331.html,Лада,2107,2005,1.6,74,задний,1.0,85000
3016,https://krasnodar.drom.ru/mercedes-benz/gle-class/49146456.html,Mercedes-Benz,GLE,2016,3.0,249,4WD,141000.0,9300000
3017,https://omsk.drom.ru/toyota/vitz/49146333.html,Toyota,Vitz,2011,1.0,69,передний,70000.0,685000
3023,https://irkutsk.drom.ru/mazda/cx-5/49146432.html,Mazda,CX-5,2015,2.0,150,передний,142000.0,1650000
3024,https://novosibirsk.drom.ru/honda/crosstour/46895094.html,Honda,Crosstour,2014,2.4,194,передний,210000.0,1650000
3025,https://samara.drom.ru/lada/priora/49146450.html,Лада,Приора,2007,1.6,98,передний,220000.0,195000
3026,https://omsk.drom.ru/toyota/rav4/49146451.html,Toyota,RAV4,2011,2.0,158,4WD,113500.0,1230000
3027,https://krasnodar.drom.ru/kia/k5/49146448.html,Kia,K5,2020,2.5,194,передний,22000.0,7515000
3028,https://novosibirsk.drom.ru/subaru/levorg/49146127.html,Subaru,Levorg,2021,1.8,177,4WD,4700.0,2170000
3029,https://krasnodar.drom.ru/volkswagen/polo/49146447.html,Volkswagen,Polo,2012,1.6,105,передний,170000.0,450000
3030,https://abakan.drom.ru/toyota/corolla_runx/49146385.html,Toyota,Corolla Runx,2001,1.5,110,передний,345000.0,485000
3031,https://irkutsk.drom.ru/bmw/x3/49146445.html,BMW,X3,2015,2.0,190,4WD,172000.0,1890000
3032,https://tyumen.drom.ru/lada/2101/49146419.html,Лада,2101,1982,1.2,59,задний,85000.0,75000
3033,https://habarovsk.drom.ru/toyota/land_cruiser/48754868.html,Toyota,Land Cruiser,2016,4.6,318,4WD,91000.0,5999000
3034,https://irkutsk.drom.ru/toyota/corolla_fielder/48197102.html,Toyota,Corolla Fielder,2018,1.5,109,передний,27000.0,1450000
3035,https://novokuznetsk.drom.ru/toyota/vitz/48225814.html,Toyota,Vitz,2018,1.0,69,передний,80000.0,830000
3036,https://kiselevsk.drom.ru/lada/2110/48607419.html,Лада,2110,2007,1.6,81,передний,188000.0,175000
3037,https://yakutsk.drom.ru/hyundai/creta/48761668.html,Hyundai,Creta,2018,1.6,123,передний,58000.0,1250000
3039,https://chita.drom.ru/toyota/wish/49061607.html,Toyota,Wish,2010,1.8,144,передний,46000.0,1155000
